"7/31/2015","O0715W","Online Sales","Orb 7/30 Visa/MC/Disc","7/31/2015","VISA","10104","=SUM(K1:K12)","=COUNT(K1:K12)","100037754","-1525.14"
"7/31/2015","O0715W","Online Sales","Orb 7/30 Visa/MC/Disc","7/31/2015","VISA","10104","=SUM(K1:K12)","=COUNT(K1:K12)","100037758","-144.25"
"7/31/2015","O0715W","Online Sales","Orb 7/30 Visa/MC/Disc","7/31/2015","VISA","10104","=SUM(K1:K12)","=COUNT(K1:K12)","100037759","-118.99"
"7/31/2015","O0715W","Online Sales","Orb 7/30 Visa/MC/Disc","7/31/2015","VISA","10104","=SUM(K1:K12)","=COUNT(K1:K12)","100037771","-299.85"
"7/31/2015","O0715W","Online Sales","Orb 7/30 Visa/MC/Disc","7/31/2015","MC","10104","=SUM(K1:K12)","=COUNT(K1:K12)","100037773","-480"
"7/31/2015","O0715W","Online Sales","Orb 7/30 Visa/MC/Disc","7/31/2015","VISA","10104","=SUM(K1:K12)","=COUNT(K1:K12)","100037774","-9950"
"7/31/2015","O0715W","Online Sales","Orb 7/30 Visa/MC/Disc","7/31/2015","VISA","10104","=SUM(K1:K12)","=COUNT(K1:K12)","100037776","-1650"
"7/31/2015","O0715W","Online Sales","Orb 7/30 Visa/MC/Disc","7/31/2015","VISA","10104","=SUM(K1:K12)","=COUNT(K1:K12)","100037777","-1441"
"7/31/2015","O0715W","Online Sales","Orb 7/30 Visa/MC/Disc","7/31/2015","VISA","10104","=SUM(K1:K12)","=COUNT(K1:K12)","100037782","-289.99"
"7/31/2015","O0715W","Online Sales","Orb 7/30 Visa/MC/Disc","7/31/2015","MC","10104","=SUM(K1:K12)","=COUNT(K1:K12)","100037786","-522.66"
"7/31/2015","O0715W","Online Sales","Orb 7/30 Visa/MC/Disc","7/31/2015","VISA","10104","=SUM(K1:K12)","=COUNT(K1:K12)","100037795","-5620.2"
"7/31/2015","O0715W","Online Sales","Orb 7/30 Visa/MC/Disc","7/31/2015","VISA","10104","=SUM(K1:K12)","=COUNT(K1:K12)","100037796","-11547.16"
