"3/2/2015","OO","Online Sales","Orbital","3/2/2015","AMEX","10100","=SUM(K1:K2)","=COUNT(K1:K2)","100029450","58.16"
"3/2/2015","=B1","Online Sales","=D1","3/2/2015","VISA","10100","=SUM(K1:K2)","=COUNT(K1:K2)","100029401","1205.00"
